Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
AKS University,,,0,"Education / Training, Financial Services, Private, Corporate, B2C",Private,2011 (13 yrs old),10001-50000,,http://www.aksuniversity.ac.in/,Corporate
Woxsen University,3.7,(9 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2014 (10 yrs old),51-200,,,Corporate
UFO Moviez,3.7,(135 reviews),2.6K followers ,"Film / Music / Entertainment, Public, Corporate, B2B",Public,2005 (19 yrs old),501-1000,,https://www.ufomoviez.com/,Corporate
Infomatics,4.1,(24 reviews),0,"Printing & Publishing, IT Services & Consulting, Private, Corporate, B2B",Private,1980 (44 yrs old),51-200,,http://www.informaticsglobal.com,Corporate
Relio Quick India,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,1997 (27 yrs old),51-200,,,Corporate
Bar Code India,4,(74 reviews),0,"Industrial Automation, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1995 (29 yrs old),201-500,,https://www.barcodeindia.com/,Corporate
BTW India,,,0,"FMCG, Retail, Private, Corporate, B2C",Private,1991 (33 yrs old),51-200,,http://www.btwindia.com,Corporate
Parijat,4,(146 reviews),0,"Chemicals, Agriculture / Forestry / Fishing, Import & Export, Private, Corporate, B2B",Private,1995 (29 yrs old),201-500,"New Delhi, Delhi",https://parijatagrochemicals.com/,Corporate
Dhanashree Electronics,,,0,"Electrical Equipment, Financial Services, Public, Corporate, B2C",Public,1989 (35 yrs old),Nov-50,,,Corporate
Spar Krognos Marketing,,,0,"Retail, Private, Corporate, B2B",Private,2004 (20 yrs old),Nov-50,,http://www.spar-krognos.com/aboutus.htm,Corporate
VTP Realty,3.8,(194 reviews),0,"Real Estate, Corporate",,,,"Pune, Maharashtra",https://www.vtprealty.in/,Corporate
Webner Solutions,3.9,(19 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.webnersolutions.com,Corporate
Chimera Technologies,,,0,"IT Services & Consulting, Financial Services, FinTech / Payments, Software Product, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,"Bengaluru, India",https://www.chimeratechnologies.com/,Corporate
Slice,,,679 followers ,"FinTech / Payments, Financial Services, NBFC, Private, Startup, Corporate, B2C, B2B, E-commerce, Unicorn",Private,2015 (9 yrs old),51-200,"Bengaluru, India",https://sliceit.com/,Corporate
TRS Forms & Services,3.8,(26 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1998 (26 yrs old),Nov-50,,http://www.trsforms.com,Corporate
Renault Nissan Technology and Business Centre India (RNTBCI),3.9,(1.4K reviews),15.9K followers ,"Automobile, Corporate, B2B",,2007 (17 yrs old),5001-10000,,https://rntbci.in/,Corporate
Xtensible Software Technologies,4,(12 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,https://www.xtensible.in/,Corporate
Everest Industries,4.1,(685 reviews),2.8K followers ,"Building Material, Public, Corporate, B2C, B2B",Public,1934 (90 yrs old),1001-5000,,https://www.everestind.com/,Corporate
Swadesh Milk,3.8,(22 reviews),468 followers ,"Food Processing, Beverage, Private, Corporate, B2B",Private,2004 (20 yrs old),,"Lucknow, India",,Corporate
IDZ Digital,3.9,(47 reviews),0,"Gaming, Furniture & Furnishing, Private, Corporate, B2C",Private,2004 (20 yrs old),51-200,,https://www.idzdigital.com/,Corporate
Vikram Solar,4,(425 reviews),0,"Power, Private, Corporate, B2B",Private,2006 (18 yrs old),1001-5000,,http://www.vikramsolar.com,Corporate
ChromeInfotech,,,0,"IT Services & Consulting, Corporate, B2B",,2010 (14 yrs old),51-200,,http://www.chromeinfotech.com,Corporate
BramhaCorp,3.6,(67 reviews),0,"Real Estate, Private, Corporate, B2C, B2B",Private,2003 (21 yrs old),201-500,,https://www.bramhacorp.in/,Corporate
Binplus Technologies,3.7,(20 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2016 (8 yrs old),01-Oct,,http://www.binplus.in,Corporate
Agarwal Packers and Movers (APML),,,0,"Courier / Logistics, Public, Corporate, B2C",Public,1987 (37 yrs old),5001-10000,,http://www.agarwalpackers.com,Corporate
Pakka Ltd,3.6,(43 reviews),0,"Pulp & Paper, Public, Corporate, B2C, B2B",Public,1981 (43 yrs old),501-1000,,,Corporate
Croma,4,(2.1K reviews),1.9K followers ,"Retail, Consumer Electronics & Appliances, Private, Corporate, B2C",Private,2006 (18 yrs old),1001-5000,,https://www.croma.com/,Corporate
Kasura Technologies,,,0,"Electronics Manufacturing, Private, Corporate, B2B",Private,2003 (21 yrs old),Nov-50,,http://www.kasura.com,Corporate
Xceed IT Solutions,,,0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,http://xceeditsolutions.com/,Corporate
Champion Agro,,,0,"Retail, Financial Services, Private, Corporate, B2C",Private,1994 (30 yrs old),Nov-50,,http://www.championagro.com,Corporate
Asian Institute of Gastroenterology,4.4,(82 reviews),0,"Medical Services / Hospital, Private, Corporate, B2B",Private,1994 (30 yrs old),Nov-50,,https://aigindia.net/,Corporate
Rooman Technologies,,,0,"Education / Training, IT Services & Consulting, Private, Corporate, B2C, B2B",Private,1999 (25 yrs old),501-1000,,http://www.rooman.net,Corporate
K2B Solutions,3.7,(14 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,https://www.k2bindia.com/,Corporate
Finoit Technologies,4.2,(86 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,https://www.finoit.com/,Corporate
Shahnaz Husain Group,,,0,"Beauty & Personal Care, Corporate, B2C",Proprietorship,1970 (54 yrs old),501-1000,,http://www.shahnaz.in,Corporate
Express Infrastructure,3.7,(36 reviews),440 followers ,"Real Estate, Corporate, B2B",,2006 (18 yrs old),51-200,"Chennai, Tamil Nadu",http://expressinfrastructure.com/,Corporate
Acme College Engineering,,,0,"Education / Training, Private, Corporate, B2C",Private,1990 (34 yrs old),201-500,,http://www.acmece.com,Corporate
Mango IT,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.mangoitsolutions.com,Corporate
metacube,4,(163 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2C, B2B",Private,2004 (20 yrs old),1001-5000,,http://www.metacube.com,Corporate
WWF India,3.8,(68 reviews),0,"NGO / Social Services / Industry Associations, NGO/NPO, Corporate, B2C, B2B",NGO/NPO,1969 (55 yrs old),201-500,,https://www.wwfindia.org/,Corporate
RS Software,,,0,"IT Services & Consulting, Software Product, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),501-1000,"Milpitas, California ",http://www.rssoftware.com,Corporate
iDatalytics,3.7,(8 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2013 (11 yrs old),Nov-50,,https://www.idatalytics.com/,Corporate
Sintex Industries,4.1,(490 reviews),0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1931 (93 yrs old),5001-10000,,http://www.sintex.in/,Corporate
NetSkope Software,4,(6 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2012 (12 yrs old),501-1000,,https://www.netskope.com,Corporate
Harjai Computers,3.8,(320 reviews),0,"Recruitment / Staffing, Private, Corporate, B2B",Private,1995 (29 yrs old),1001-5000,,https://www.harjaicomputers.com/,Corporate
Sara Analytics,,,0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,https://saraanalytics.com/,Corporate
Unison,3.6,(36 reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),201-500,,http://www.unisoninsurance.net,Corporate
Ncr Eduservices,,,0,"Education / Training, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,,http://ncreduservices.com/,Corporate
Escalon Business Services,3.6,(187 reviews),0,"Accounting / Auditing, IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),501-1000,"Mohali, Punjab",http://www.escalon.services/,Corporate
Utthunga Technologies,,,0,"Industrial Automation, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,https://utthunga.com,Corporate
Fluidchem Valves,,,0,"Chemicals, Private, Corporate, B2B",Private,1988 (36 yrs old),Nov-50,,http://fluidchemhava.com/,Corporate
Krishna Group,4,(1.1K reviews),0,"Auto Components, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1994 (30 yrs old),1001-5000,,http://krishnagroup.co.in/,Corporate
MAQ Software,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2000 (24 yrs old),501-1000,,https://maqsoftware.com/,Corporate
Jana Small Finance Bank,3.9,(5.5K reviews),26.6K followers ,"Banking, Public, Corporate, B2C, B2B",Public,2006 (18 yrs old),10001-50000, Bengaluru,https://www.janabank.com/,Corporate
Theobroma Foods,3.9,(242 reviews),0,"Food Processing, FMCG, Internet, Private, Corporate, B2C",Private,2004 (20 yrs old),201-500,,https://theobroma.in/,Corporate
Wingherry Technologies,4.5,(18 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2016 (8 yrs old),Nov-50,,http://www.wingherry.com/,Corporate
ePaisa,5,(3 reviews),137 followers ,"FinTech / Payments, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,,,Corporate
KBG Services,,,0,"Accounting / Auditing, Private, Corporate, B2B",Private,1983 (41 yrs old),51-200,,http://www.kbgservices.com/,Corporate
MS Technologies,4.1,(43 reviews),0,"Software Product, Private, Corporate, B2C, B2B",Private,1991 (33 yrs old),51-200,,,Corporate
Centrient Pharmaceuticals,3.9,(104 reviews),0,"Pharmaceutical & Life Sciences, Corporate, B2B",,1869 (155 yrs old),,,http://www.centrient.com,Corporate
CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),3.6,(75 reviews),697 followers ,"IT Services & Consulting, Corporate, B2B",,1999 (25 yrs old),501-1000,"Atlanta, Georgia",https://www.ctepl.com/,Corporate
Root Info Solutions,4.2,(41 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,https://www.rootinfosol.com,Corporate
Chandigarh University,4.4,(1.1K reviews),0,"Education / Training, Private, Corporate, B2C",Private,2012 (12 yrs old),5001-10000,,http://www.cuchd.in/,Corporate
Gandhi Automations,4.2,(446 reviews),688 followers ,"Industrial Equipment / Machinery, Import & Export, Private, Corporate, B2C, B2B",Private,1996 (28 yrs old),501-1000,"Mumbai, Maharashtra",http://www.geapl.co.in,Corporate
