Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
RattanIndia Power,,,0,"Power, Public, Corporate, B2B",Public,2007 (17 yrs old),201-500,,http://www.rattanindia.com/,Corporate,Medium
Ambattur Fashion,4.7,(9 reviews),0,"Textile & Apparel, Corporate, B2C, B2B",,1980 (44 yrs old),,,http://ambattur.com/about-us/,Corporate,
GIM Goa,3.6,(2 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1993 (31 yrs old),51-200,,http://www.gim.ac.in/,Corporate,Small
AI Soft Technologies,3.6,(10 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1989 (35 yrs old),Nov-50,,http://www.aisoft-tech.com,Corporate,Small
Windsor Shelters,,,0,"Engineering & Construction, Private, Corporate, B2B",Private,1992 (32 yrs old),51-200,,https://windsorshelters.com/,Corporate,Small
RSPL Group,4.2,(2.3K reviews),10.4K followers ,"FMCG, Food Processing, Private, Corporate, B2C, B2B",Private,1988 (36 yrs old),10001-50000,"Gurgaon/Gurugram, Haryana",https://www.rsplgroup.com/,Corporate,Large
Radiansys Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.radiansys.com,Corporate,Small
Hartek Group,3.9,(146 reviews),0,"Engineering & Construction, Private, Corporate, B2B",Private,1991 (33 yrs old),201-500,,http://www.hartek.com,Corporate,Medium
IKF Finance,3.9,(265 reviews),0,"NBFC, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),1001-5000,,,Corporate,Medium
Sun Business Solutions,4.1,(86 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),1001-5000,,http://www.sunbs.in/,Corporate,Medium
W3care Technologies,4.3,(50 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.w3care.com,Corporate,Small
Tvs Training And Services,3.6,(78 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2011 (13 yrs old),201-500,,http://www.tvsts.com,Corporate,Medium
Campus Activewear,4.2,(152 reviews),0,"Textile & Apparel, Public, Corporate, B2C, B2B",Public,2006 (18 yrs old),1001-5000,,https://www.campusactivewear.com/,Corporate,Medium
Kalpa Electrikal,,,0,"Electrical Equipment, Financial Services, Private, Corporate, B2C, B2B",Private,1978 (46 yrs old),201-500,,http://www.kalpaelectrikal.com/,Corporate,Medium
Idaksh,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),01-Oct,,http://www.idaksh.in,Corporate,Small
TCG Lifesciences,4.1,(280 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B",Public,2001 (23 yrs old),1001-5000,,http://www.tcgls.com/,Corporate,Medium
Covalent Laboratories,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2C, B2B",Private,2002 (22 yrs old),Nov-50,,http://www.covalentlab.com/,Corporate,Small
Jss Hospital,3.6,(49 reviews),0,"Medical Services / Hospital, LLP, Corporate, B2C",LLP,1984 (40 yrs old),501-1000,,https://jsshospital.in/,Corporate,Medium
Alstrong Enterprises,4.2,(109 reviews),0,"Building Material, Private, Corporate, B2B",Private,2001 (23 yrs old),1001-5000,,http://www.alstrongindia.com,Corporate,Medium
Andritz,3.8,(385 reviews),4K followers ,"Industrial Equipment / Machinery, Iron & Steel, Engineering & Construction, Private, Corporate, B2B",Private,1996 (28 yrs old),,,,Corporate,
Theobroma Foods,3.9,(242 reviews),0,"Food Processing, FMCG, Internet, Private, Corporate, B2C",Private,2004 (20 yrs old),201-500,,https://theobroma.in/,Corporate,Medium
Interlace India,4.4,(26 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.interlaceindia.com,Corporate,Small
Savvysoft Technologies,4.1,(78 reviews),0,"Recruitment / Staffing, Software Product, Private, Corporate",Private,1999 (25 yrs old),501-1000,"Chennai, India",http://www.savvy-it.com,Corporate,Medium
TTK Healthcare,4.2,(350 reviews),0,"Medical Services / Hospital, Pharmaceutical & Life Sciences, Public, Corporate, B2C",Public,1928 (96 yrs old),1001-5000,,http://www.ttkhealthcare.com,Corporate,Medium
SAG Infotech,3.9,(104 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2C, B2B",Private,1999 (25 yrs old),201-500,"Jaipur, India",https://saginfotech.com/,Corporate,Medium
Alpha-e Barcode Solutions,,,0,"Software Product, Private, Corporate, B2B",Private,2001 (23 yrs old),Nov-50,,http://www.alphaebarcode.com,Corporate,Small
Click Labs,,,0,"IT Services & Consulting, Internet, Hardware & Networking, Private, Corporate, B2C, B2B, SaaS",Private,2011 (13 yrs old),51-200,,https://click-labs.com/,Corporate,Small
Smith Nephew,4.0,(159 reviews),0,"Medical Devices & Equipment, Medical Services / Hospital, IT Services & Consulting, Accounting / Auditing, Public, Corporate, B2C, B2B",Public,1856 (168 yrs old),10001-50000,,http://www.smith-nephew.com,Corporate,Large
NOCIL,4.0,(283 reviews),0,"Chemicals, Public, Corporate, B2B",Public,1975 (49 yrs old),501-1000,,http://www.nocil.com/,Corporate,Medium
Metrochem,3.6,(267 reviews),1.3K followers ,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,"Hyderabad , India",https://www.metroapi.com/,Corporate,Medium
Eye7 Chaudhary Eye Centre,,,0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1987 (37 yrs old),201-500,"New Delhi, India",http://www.eye7.in,Corporate,Medium
Andromeda,,,0,"Financial Services, Consulting, Private, Corporate, B2C, B2B",Private,1991 (33 yrs old),1001-5000,,,Corporate,Medium
FIL Industries,3.7,(89 reviews),0,"Chemicals, Private, Corporate, B2C, B2B",Private,1989 (35 yrs old),501-1000,,https://www.filindustries.com/,Corporate,Medium
CQRA,4.3,(168 reviews),0,"Engineering & Construction, Real Estate, Private, Corporate, B2C, B2B",Private,2004 (20 yrs old),201-500,,http://www.cqra.com,Corporate,Medium
Data Software Research Company (DSRC),3.8,(42 reviews),258 followers ,"IT Services & Consulting, Private, Corporate, B2C",Private,1973 (51 yrs old),201-500,"Chennai, India",https://dsrc.com/,Corporate,Medium
InSemi Technology Services,4.1,(51 reviews),174 followers ,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2013 (11 yrs old),1001-5000,"Bangalore / Bengaluru, Karnataka",https://www.insemitech.com/,Corporate,Medium
ZINFI,3.7,(61 reviews),141 followers ,"Software Product, Hardware & Networking, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.zinfi.com,Corporate,Small
Zeki Software,4.9,(3 reviews),102 followers ,"Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),Nov-50,,,Corporate,Small
Randstad,3.9,(3K reviews),36.3K followers ,"Recruitment / Staffing, Private, Corporate, B2C, B2B, Conglomerate",Private,1992 (32 yrs old),10001-50000,Amsterdam,https://www.randstad.in/,Corporate,Large
EVIO,4.1,(135 reviews),0,"Power, Engineering & Construction, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,http://evio.in,Corporate,Small
Sterling Tools (STL),4.0,(231 reviews),0,"Automobile, Auto Components, Public, Corporate, B2B",Public,1979 (45 yrs old),501-1000,"Faridabad, Haryana",http://www.stlfasteners.com,Corporate,Medium
AviationSpace,3.9,(219 reviews),0,"Defence & Aerospace, Law Enforcement / Security Services, Private, Corporate, B2B",Private,1993 (31 yrs old),501-1000,,https://aviationspaceindia.com/,Corporate,Medium
Rohan Group,4.2,(570 reviews),340 followers ,"Real Estate, Engineering & Construction, Private, Corporate, B2C, B2B",Private,1993 (31 yrs old),1001-5000,"Pune, Maharashtra",https://www.rohanbuilders.com,Corporate,Medium
Paul Merchants (PML),4.2,(207 reviews),0,"FinTech / Payments, Financial Services, Public, Corporate, B2B",Public,1984 (40 yrs old),1001-5000,,http://www.paulmerchants.net,Corporate,Medium
iMz Media Solutions,4.9,(26 reviews),0,"Advertising & Marketing, Financial Services, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.imzmediasolutions.com/,Corporate,Small
Sandesh,,,0,"Printing & Publishing, Public, Corporate, B2C",Public,1923 (101 yrs old),501-1000,,http://www.sandesh.com,Corporate,Medium
Tata Capital,4.1,(2.8K reviews),32.2K followers ,"Corporate, B2C, B2B, Conglomerate",Public,2007 (17 yrs old),5001-10000, Mumbai,https://www.tatacapital.com/tcfsl.html,Corporate,Medium
Wagh Bakri,4.2,(229 reviews),0,"Beverage, Food Processing, Private, Corporate, B2C",Private,1915 (109 yrs old),1001-5000,,https://www.waghbakritea.com/,Corporate,Medium
BINARY INFOWAYS,,,0,"BPO / Call Centre, Private, Corporate, B2C, B2B",Private,2012 (12 yrs old),02-Oct,,https://www.binaryinfoways.com/,Corporate,Small
MindSquare Technologies,4.1,(100 reviews),0,"IT Services & Consulting, Private, Corporate",Private,2012 (12 yrs old),,"Bengaluru, India",https://mindsquaretech.com/,Corporate,
Amura Marketing Technologies,3.8,(53 reviews),0,"Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),201-500,,https://www.amuratech.com/,Corporate,Medium
Dolphin Hotels,4.1,(47 reviews),0,"Hotels & Restaurants, Private, Corporate, B2C, B2B",Private,1971 (53 yrs old),201-500,,https://www.dolphinhotelsvizag.com/index,Corporate,Medium
Delta Technology,3.8,(96 reviews),140 followers ,"IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,,Corporate,Small
Ami Organics,4.0,(96 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B",Public,2007 (17 yrs old),201-500,,https://www.amiorganics.com/,Corporate,Medium
Esteem Projects,3.8,(47 reviews),0,"Industrial Equipment / Machinery, Financial Services, Private, Corporate, B2B",Private,1994 (30 yrs old),51-200,,https://www.esteemprojects.com/,Corporate,Small
EC Council,3.7,(45 reviews),547 followers ,"IT Services & Consulting, Corporate, B2B",,2005 (19 yrs old),201-500,"New Mexico, United States (USA)",https://www.eccouncil.org/,Corporate,Medium
Wishtree Technologies,3.8,(49 reviews),0,"IT Services & Consulting, Hardware & Networking, Emerging Technologies, Software Product, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.wishtreetech.com,Corporate,Small
Cyberlinks,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),51-200,,http://www.cyberlinks.in/,Corporate,Small
Lobo Staffing Solutions (LSS) ,4.2,(216 reviews),0,"Recruitment / Staffing, Private, Corporate, B2B",Private,2003 (21 yrs old),10001-50000,,http://www.lobostaffing.com,Corporate,Large
QualityKiosk Technologies,3.7,(955 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2000 (24 yrs old),1001-5000,,https://www.qualitykiosk.com/,Corporate,Medium
MedRC Edutech,,,0,"e-Learning / EdTech, Internet, Private, Corporate, B2C",Private,1993 (31 yrs old),51-200,,,Corporate,Small
Technoxis,4.7,(6 reviews),0,"IT Services & Consulting, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,,Corporate,Small
Pathfinder Business Analysis (PFBA),,,0,"Management Consulting, NGO / Social Services / Industry Associations, Education / Training, Corporate, B2C",,2008 (16 yrs old),201-500,,http://www.pathfinderanalysis.com/,Corporate,Medium
Plada Infotech Services,3.7,(193 reviews),0,"IT Services & Consulting, Financial Services, Internet, Software Product, Private, Corporate, B2B",Private,2010 (14 yrs old),1001-5000,,http://pladainfotech.com/,Corporate,Medium
EWALL Solutions,4.0,(7 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2013 (11 yrs old),Nov-50,,https://www.ewallsolutions.com/,Corporate,Small
Nathani,4.6,(5 reviews),0,"Real Estate, Corporate, B2C, B2B",,1952 (72 yrs old),,,,Corporate,
Eurofins,,,342 followers ,"IT Services & Consulting, Private, Corporate, B2B",Private,2012 (12 yrs old),10001-50000,,,Corporate,Large
Mantri Developers,3.6,(186 reviews),0,"Real Estate, Private, Corporate, B2C, B2B",Private,1999 (25 yrs old),501-1000,,http://www.mantri.in,Corporate,Medium
ThinkPalm Technologies,4.3,(116 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2010 (14 yrs old),201-500,,https://thinkpalm.com/,Corporate,Medium
Sonovision Aetos,3.7,(97 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.sonovision-aetos.in,Corporate,Small
C Com Enterprises,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1998 (26 yrs old),Nov-50,,http://www.ccomsys.net,Corporate,Small
Kothari Agritech,4.7,(499 reviews),0,"Building Material, Private, Corporate, B2C, B2B",Private,1997 (27 yrs old),,"Solapur, Maharashtra",http://kotharigroupindia.com,Corporate,
Mrs Bectors Foods Specialities Ltd,4.1,(209 reviews),172 followers ,"Food Processing, FMCG, Public, Corporate, B2C, Conglomerate",Public,1978 (46 yrs old),501-1000,,http://www.cremica.com,Corporate,Medium
Asutosh College,4.3,(6 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1916 (108 yrs old),51-200,,,Corporate,Small
Tecosim Engineering Services,,,0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,2009 (15 yrs old),501-1000,,https://www.tecosim.com/in/,Corporate,Medium
Tikidan,3.7,(17 reviews),0,"Engineering & Construction, Chemicals, Private, Corporate, B2C, B2B",Private,2012 (12 yrs old),51-200,"Mumbai, India",https://tikidan.in/,Corporate,Small
Utsav Safety Systems,,,0,"Auto Components, Private, Corporate, B2B",Private,2001 (23 yrs old),02-Oct,,https://utsavhsrp.com/,Corporate,Small
Zeki Software,4.9,(3 reviews),102 followers ,"Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),Nov-50,,,Corporate,Small
Kirat It Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2015 (9 yrs old),Nov-50,,http://kiratitsolutions.com,Corporate,Small
Doodleblue Innovations,4.3,(240 reviews),0,"IT Services & Consulting, Emerging Technologies, Advertising & Marketing, Private, Corporate, B2B",Private,2011 (13 yrs old),501-1000,"Chennai, India",https://www.doodleblue.com/,Corporate,Medium
Health Total,,,0,"Fitness & Wellness, Private, Corporate, B2C",Private,1997 (27 yrs old),201-500,,http://www.health-total.com,Corporate,Medium
Watershed Organisation Trust(WOTR),3.7,(28 reviews),0,"NGO / Social Services / Industry Associations, Private, Corporate, B2B",Private,1993 (31 yrs old),501-1000,,http://www.wotr.org,Corporate,Medium
Secure Application,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,,,Corporate,Small
Eazy Erp Technologies,3.9,(32 reviews),0,"IT Services & Consulting, Private, Corporate, B2C, B2B",Private,2007 (17 yrs old),51-200,,https://eazyerp.com/,Corporate,Small
Lohia Corp,3.8,(460 reviews),0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1976 (48 yrs old),1001-5000,,http://www.lohiagroup.com/,Corporate,Medium
Supercon Infoservices,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.superconinfo.com,Corporate,Small
Raychem RPG,4.0,(518 reviews),0,"Electrical Equipment, Import & Export, Power, Private, Corporate, B2B",Private,1989 (35 yrs old),5001-10000,"Mumbai, Maharashtra",http://www.raychemrpg.com,Corporate,Medium
Drish Infotech,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),51-200,,http://www.drishinfo.com,Corporate,Small
NIELSENIQ INDIA,3.9,(760 reviews),1.2K followers ,"IT Services & Consulting, Analytics / KPO / Research, Corporate, B2B",,1923 (101 yrs old),100001+,"Chicago, United States (USA)",https://nielseniq.com/global/en/,Corporate,Large
Vcommission Media,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2008 (16 yrs old),51-200,,http://www.vcommission.com,Corporate,Small
TRS Staffing Solutions,4.7,(35 reviews),0,"Recruitment / Staffing, Private, Corporate, B2C, B2B",Private,1984 (40 yrs old),51-200,,https://www.trsstaffing.com/india#,Corporate,Small
Christian Medical College (CMC),4.2,(290 reviews),0,"Education / Training, Medical Services / Hospital, Private, Corporate, B2C",Private,1900 (124 yrs old),5001-10000,,http://www.cmch-vellore.edu,Corporate,Medium
Billabong High International School,3.7,(196 reviews),0,"Education / Training, Public, Corporate, B2C",Public,2009 (15 yrs old),201-500,,,Corporate,Medium
MTC Business ,,,0,"Metals & Mining, Private, Corporate, B2B",Private,1999 (25 yrs old),501-1000,,http://www.mtcgroupholding.com,Corporate,Medium
Roots Industries India Limited,4.3,(132 reviews),3.8K followers ,"Hotels & Restaurants, Travel & Tourism / Hospitality, Private, Corporate, B2C",Private,2003 (21 yrs old),501-1000,,https://www.gingerhotels.com,Corporate,Medium
Youngman India,3.9,(76 reviews),0,"Internet, Engineering & Construction, Private, Corporate, B2B",Private,2011 (13 yrs old),201-500,"Greater Noida, Uttar Pradesh",http://www.youngman.rent,Corporate,Medium
Amara Raja Power,4.1,(217 reviews),683 followers ,"Auto Components, Power, Corporate, B2B",,1985 (39 yrs old),10001-50000,,,Corporate,Large
Tatvik,,,0,"Telecom / ISP, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.tatvik.com,Corporate,Small
GeekyAnts,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),201-500,,https://GeekyAnts.com,Corporate,Medium
Ray Business Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://www.raybiztech.com/,Corporate,Medium
Cleantech Tele Tower Services,4.2,(15 reviews),0,"IT Services & Consulting, Telecom / ISP, Corporate, B2B",,2011 (13 yrs old),,,http://www.cleantechtelecom.com,Corporate,
Ashu Organics,,,0,"Chemicals, Private, Corporate, B2B",Private,1982 (42 yrs old),51-200,,https://www.ashuorganics.com/,Corporate,Small
Atlas Tours & Travels,4.3,(57 reviews),0,"Travel & Tourism, Private, Corporate, B2C, B2B",Private,1988 (36 yrs old),201-500,"Mumbai, Maharashtra",http://www.atlastravels.com,Corporate,Medium
